,Name,Distance,Mass,Radius,Gravity
198,2MASS J04285096-2253227 [de],85.0,1.5189404256e+29,77926518.81899999,1669.384557701969
199,2MASS J04351612-1606574,34.0,1.898675532e+29,90080196.06599993,1561.630600439116
200,2MASS J04362788-4114465,142.0,7.4048345748e+28,140839671.6269999,249.1446440491341
201,2MASS J04390101-2353083 [de],29.5,9.1136425536e+28,69347452.52699994,1264.7863490311695
202,2MASS J04433764+0002040,82.0,4.1770861704e+28,127256149.99799992,172.14803783504945
203,2MASS J04455387-3048204 [de],42.0,1.21515234048e+29,71492219.1,1586.7166344045677
204,2MASS J04510093-3402150 [de],69.0,1.97462255328e+27,5147439775.2,0.0049737934623985
205,2MASS J05002100+0330501 [de],44.0,1.21515234048e+29,71492219.1,1586.7166344045677
206,2MASS J05012406-0010452 [de],64.0,3.987218617199999e+28,98659262.35799992,273.3886765721484
207,2MASS J05160945-0445499 [de],73.0,8.9237750004e+28,69347452.52699994,1238.436633426354
208,2MASS J0523−1403,40.0,1.29109936176e+29,72207141.291,1652.6678012497337
209,SDSS J053951.99-005902.0,41.62,1.1581920745199998e+29,72207141.291,1482.5402334740254
210,LSR 0602+3910 [de],34.6,5.3162914896e+28,100804028.93099992,349.171836201398
211,2MASS J06085283-2753583,102.0,7.2149670216e+28,107953250.841,413.1893345369554
212,2MASS J06244595-4521548 [de],39.0,1.06325829792e+29,70777296.90899992,1416.566733092541
213,2MASS J06411840-4322329 [de],65.0,1.27211260644e+29,72207141.291,1628.363862996061
214,DENIS-P J0652197-253450 [de],51.0,1.4240066489999998e+29,75066830.055,1686.5610484742424
215,2MASS J07075327-4900503,60.0,1.36704638304e+29,73636985.673,1682.5866846122526
216,UGPS J072227.51-054031.2,13.4,4.9365563832e+28,70062374.71799994,671.1824580662815
217,2MASSI J0727182+171001 [de],29.6,7.784569681199999e+28,67202685.95399994,1150.396496056392
218,2MASS J07290002-3954043 [de],25.8,7.0250994684e+28,67202685.95399994,1038.1626915630854
219,SDSS J074201.41+205520.5 [de],49.0,8.1643047876e+28,67202685.95399994,1206.513398303045
